,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.terminal,arrival.gate,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.delay
331,arrival,landed,nbo,hkjk,2023-10-11t12:20:00.000,llw,fwki,2023-10-11t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,4.0,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,,,2023-10-11t13:24:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-11t12:20:00.000,
332,arrival,landed,nbo,hkjk,2023-10-11t12:20:00.000,llw,fwki,2023-10-11t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,4.0,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,,,2023-10-11t13:24:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-11t12:20:00.000,
333,arrival,landed,nbo,hkjk,2023-10-11t12:20:00.000,llw,fwki,2023-10-11t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,4.0,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,,,2023-10-11t13:24:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-11t12:20:00.000,
334,arrival,landed,nbo,hkjk,2023-10-11t12:20:00.000,llw,fwki,2023-10-11t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,4.0,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,,,2023-10-11t13:24:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,,,,,,,2023-10-11t12:20:00.000,
335,arrival,unknown,hre,fvrg,2023-10-11t13:50:00.000,llw,fwki,2023-10-11t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
336,arrival,landed,blz,fwcl,2023-10-11t15:05:00.000,llw,fwki,2023-10-11t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,,2023-10-11t15:04:00.000,2023-10-11t15:04:00.000,2023-10-11t15:04:00.000,,,,2023-10-11t15:35:00.000,2023-10-11t15:35:00.000,2023-10-11t15:35:00.000,,,,,,,,
337,arrival,scheduled,blz,fwcl,2023-10-11t15:45:00.000,llw,fwki,2023-10-11t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
338,arrival,scheduled,zzu,fwuu,2023-10-11t15:45:00.000,llw,fwki,2023-10-11t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
339,arrival,scheduled,cmk,fwcm,2023-10-11t16:15:00.000,llw,fwki,2023-10-11t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
340,arrival,scheduled,lix,fwlk,2023-10-11t16:00:00.000,llw,fwki,2023-10-11t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
341,arrival,scheduled,mfu,flmf,2023-10-11t16:00:00.000,llw,fwki,2023-10-11t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
342,arrival,scheduled,ceh,fwcd,2023-10-11t15:45:00.000,llw,fwki,2023-10-11t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
343,arrival,landed,nbo,hkjk,2023-10-12t06:15:00.000,llw,fwki,2023-10-12t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,10.0,2023-10-12t06:24:00.000,2023-10-12t06:24:00.000,2023-10-12t06:24:00.000,,,2023-10-12t07:20:00.000,2023-10-12t07:17:00.000,2023-10-12t07:17:00.000,2023-10-12t07:17:00.000,,,,,,,,
344,arrival,scheduled,blz,fwcl,2023-10-12t09:10:00.000,llw,fwki,2023-10-12t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
345,arrival,landed,add,haab,2023-10-12t09:50:00.000,llw,fwki,2023-10-12t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,a10,23.0,2023-10-12t10:13:00.000,2023-10-12t10:13:00.000,2023-10-12t10:13:00.000,1,1,2023-10-12t12:25:00.000,2023-10-12t12:24:00.000,2023-10-12t12:24:00.000,2023-10-12t12:24:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
346,arrival,landed,add,haab,2023-10-12t09:50:00.000,llw,fwki,2023-10-12t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,a10,23.0,2023-10-12t10:13:00.000,2023-10-12t10:13:00.000,2023-10-12t10:13:00.000,1,1,2023-10-12t12:25:00.000,2023-10-12t12:24:00.000,2023-10-12t12:24:00.000,2023-10-12t12:24:00.000,,,,,,,,
347,arrival,unknown,mfu,flmf,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t12:55:00.000,proflight zambia,p0,pfz,834,p0834,pfz834,,,,,,,,,,,,,,,,,,,,
348,arrival,landed,nbo,hkjk,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,20.0,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,,,2023-10-12t13:39:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-12t12:20:00.000,2.0
349,arrival,landed,nbo,hkjk,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,20.0,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,,,2023-10-12t13:39:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-12t12:20:00.000,2.0
350,arrival,landed,nbo,hkjk,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,20.0,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,,,2023-10-12t13:39:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-12t12:20:00.000,2.0
351,arrival,landed,nbo,hkjk,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,20.0,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,,,2023-10-12t13:39:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-12t12:20:00.000,2.0
352,arrival,landed,nbo,hkjk,2023-10-12t12:20:00.000,llw,fwki,2023-10-12t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,20.0,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,2023-10-12t12:39:00.000,,,2023-10-12t13:39:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,2023-10-12t13:37:00.000,,,,,,,2023-10-12t12:20:00.000,2.0
353,arrival,landed,blz,fwcl,2023-10-12t13:20:00.000,llw,fwki,2023-10-12t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,,2023-10-12t13:09:00.000,2023-10-12t13:09:00.000,2023-10-12t13:09:00.000,,,2023-10-12t13:44:00.000,2023-10-12t13:42:00.000,2023-10-12t13:42:00.000,2023-10-12t13:42:00.000,,,,,,,2023-10-12t13:20:00.000,
354,arrival,unknown,lun,flkk,2023-10-12t13:45:00.000,llw,fwki,2023-10-12t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
355,arrival,landed,blz,fwcl,2023-10-12t15:05:00.000,llw,fwki,2023-10-12t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,,2023-10-12t15:05:00.000,2023-10-12t15:05:00.000,2023-10-12t15:05:00.000,,,,2023-10-12t15:37:00.000,2023-10-12t15:37:00.000,2023-10-12t15:37:00.000,,,,,,,,
356,arrival,landed,add,haab,2023-10-12t22:10:00.000,llw,fwki,2023-10-13t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,c7,25.0,2023-10-12t22:35:00.000,2023-10-12t22:35:00.000,2023-10-12t22:35:00.000,,,2023-10-13t01:06:00.000,2023-10-13t00:53:00.000,2023-10-13t00:53:00.000,2023-10-13t00:53:00.000,,,,,,,,
357,arrival,scheduled,nbo,hkjk,2023-10-13t07:00:00.000,llw,fwki,2023-10-13t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
358,arrival,scheduled,blz,fwcl,2023-10-13t09:10:00.000,llw,fwki,2023-10-13t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
359,arrival,landed,dwc,omdw,2023-10-13t07:30:00.000,llw,fwki,2023-10-13t11:50:00.000,emirates,ek,uae,9747,ek9747,uae9747,,,31.0,2023-10-13t08:00:00.000,2023-10-13t08:00:00.000,2023-10-13t08:00:00.000,,,2023-10-13t11:46:00.000,2023-10-13t11:47:00.000,2023-10-13t11:47:00.000,2023-10-13t11:47:00.000,,,,,,,2023-10-13t07:30:00.000,
360,arrival,landed,add,haab,2023-10-13t09:50:00.000,llw,fwki,2023-10-13t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,19.0,2023-10-13t10:09:00.000,2023-10-13t10:09:00.000,2023-10-13t10:09:00.000,1,1,2023-10-13t12:18:00.000,2023-10-13t12:16:00.000,2023-10-13t12:16:00.000,2023-10-13t12:16:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
361,arrival,landed,add,haab,2023-10-13t09:50:00.000,llw,fwki,2023-10-13t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,19.0,2023-10-13t10:09:00.000,2023-10-13t10:09:00.000,2023-10-13t10:09:00.000,1,1,2023-10-13t12:18:00.000,2023-10-13t12:16:00.000,2023-10-13t12:16:00.000,2023-10-13t12:16:00.000,,,,,,,,
362,arrival,scheduled,jnb,faor,2023-10-13t11:00:00.000,llw,fwki,2023-10-13t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,37.0,2023-10-13t11:36:00.000,2023-10-13t11:36:00.000,2023-10-13t11:36:00.000,,,2023-10-13t13:46:00.000,,,,,,,,,,2023-10-13t11:00:00.000,26.0
363,arrival,active,nbo,hkjk,2023-10-13t12:20:00.000,llw,fwki,2023-10-13t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,12.0,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,,,2023-10-13t13:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-13t12:20:00.000,
364,arrival,active,nbo,hkjk,2023-10-13t12:20:00.000,llw,fwki,2023-10-13t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,12.0,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,,,2023-10-13t13:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-13t12:20:00.000,
365,arrival,active,nbo,hkjk,2023-10-13t12:20:00.000,llw,fwki,2023-10-13t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,12.0,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,,,2023-10-13t13:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-13t12:20:00.000,
366,arrival,active,nbo,hkjk,2023-10-13t12:20:00.000,llw,fwki,2023-10-13t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,12.0,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,,,2023-10-13t13:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-13t12:20:00.000,
367,arrival,active,nbo,hkjk,2023-10-13t12:20:00.000,llw,fwki,2023-10-13t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,12.0,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,2023-10-13t12:32:00.000,,,2023-10-13t13:33:00.000,,,,,,,,,,2023-10-13t12:20:00.000,
368,arrival,scheduled,dxb,omdb,2023-10-13t09:30:00.000,llw,fwki,2023-10-13t13:50:00.000,empty,,,9318,,,,,,,,,,,,,,,,,,,,,,
369,arrival,unknown,hre,fvrg,2023-10-13t13:50:00.000,llw,fwki,2023-10-13t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
370,arrival,scheduled,blz,fwcl,2023-10-13t15:05:00.000,llw,fwki,2023-10-13t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,45.0,2023-10-13t15:49:00.000,2023-10-13t15:49:00.000,2023-10-13t15:49:00.000,,,,,,,,,,,,,,
371,arrival,scheduled,blz,fwcl,2023-10-13t15:45:00.000,llw,fwki,2023-10-13t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
372,arrival,scheduled,zzu,fwuu,2023-10-13t15:45:00.000,llw,fwki,2023-10-13t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
373,arrival,scheduled,cmk,fwcm,2023-10-13t16:15:00.000,llw,fwki,2023-10-13t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
374,arrival,scheduled,lix,fwlk,2023-10-13t16:00:00.000,llw,fwki,2023-10-13t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
375,arrival,scheduled,mfu,flmf,2023-10-13t16:00:00.000,llw,fwki,2023-10-13t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
376,arrival,scheduled,ceh,fwcd,2023-10-13t15:45:00.000,llw,fwki,2023-10-13t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
377,arrival,landed,nbo,hkjk,2023-10-14t06:15:00.000,llw,fwki,2023-10-14t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,16.0,2023-10-14t06:30:00.000,2023-10-14t06:30:00.000,2023-10-14t06:30:00.000,,,2023-10-14t07:28:00.000,2023-10-14t07:27:00.000,2023-10-14t07:27:00.000,2023-10-14t07:27:00.000,,,,,,,,
378,arrival,scheduled,blz,fwcl,2023-10-14t09:10:00.000,llw,fwki,2023-10-14t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
379,arrival,landed,add,haab,2023-10-14t09:50:00.000,llw,fwki,2023-10-14t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,a13,27.0,2023-10-14t10:16:00.000,2023-10-14t10:16:00.000,2023-10-14t10:16:00.000,1,1,2023-10-14t12:29:00.000,2023-10-14t12:27:00.000,2023-10-14t12:27:00.000,2023-10-14t12:27:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
380,arrival,landed,add,haab,2023-10-14t09:50:00.000,llw,fwki,2023-10-14t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,a13,27.0,2023-10-14t10:16:00.000,2023-10-14t10:16:00.000,2023-10-14t10:16:00.000,1,1,2023-10-14t12:29:00.000,2023-10-14t12:27:00.000,2023-10-14t12:27:00.000,2023-10-14t12:27:00.000,,,,,,,,
381,arrival,unknown,nbo,hkjk,2023-10-14t12:20:00.000,llw,fwki,2023-10-14t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,28.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-14t12:48:00.000,
382,arrival,unknown,nbo,hkjk,2023-10-14t12:20:00.000,llw,fwki,2023-10-14t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,28.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-14t12:48:00.000,
383,arrival,unknown,nbo,hkjk,2023-10-14t12:20:00.000,llw,fwki,2023-10-14t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,28.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-14t12:48:00.000,
384,arrival,unknown,nbo,hkjk,2023-10-14t12:20:00.000,llw,fwki,2023-10-14t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,28.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-14t12:48:00.000,
385,arrival,unknown,nbo,hkjk,2023-10-14t12:20:00.000,llw,fwki,2023-10-14t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,28.0,,,,,,,,,,,,,,,,2023-10-14t12:48:00.000,
386,arrival,landed,blz,fwcl,2023-10-14t13:20:00.000,llw,fwki,2023-10-14t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,,2023-10-14t13:10:00.000,2023-10-14t13:10:00.000,2023-10-14t13:10:00.000,,,2023-10-14t13:45:00.000,2023-10-14t13:43:00.000,2023-10-14t13:43:00.000,2023-10-14t13:43:00.000,,,,,,,2023-10-14t13:20:00.000,
387,arrival,scheduled,lun,flkk,2023-10-14t13:45:00.000,llw,fwki,2023-10-14t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
388,arrival,scheduled,blz,fwcl,2023-10-14t15:05:00.000,llw,fwki,2023-10-14t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,28.0,2023-10-14t15:33:00.000,2023-10-14t15:33:00.000,2023-10-14t15:33:00.000,,,2023-10-14t16:04:00.000,,,,,,,,,,,20.0
389,arrival,landed,nbo,hkjk,2023-10-14t23:50:00.000,llw,fwki,2023-10-15t01:20:00.000,kenya airways,kq,kqa,738,kq738,kqa738,1a,,,2023-10-14t23:44:00.000,2023-10-14t23:44:00.000,2023-10-14t23:44:00.000,,,2023-10-15t00:49:00.000,2023-10-15t00:42:00.000,2023-10-15t00:42:00.000,2023-10-15t00:42:00.000,,,,,,,2023-10-14t23:50:00.000,
390,arrival,landed,nbo,hkjk,2023-10-15t06:15:00.000,llw,fwki,2023-10-15t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,21.0,2023-10-15t06:36:00.000,2023-10-15t06:36:00.000,2023-10-15t06:36:00.000,,,2023-10-15t07:34:00.000,2023-10-15t07:32:00.000,2023-10-15t07:32:00.000,2023-10-15t07:32:00.000,,,,,,,,2.0
391,arrival,scheduled,blz,fwcl,2023-10-15t09:10:00.000,llw,fwki,2023-10-15t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
392,arrival,landed,add,haab,2023-10-15t09:50:00.000,llw,fwki,2023-10-15t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c3,21.0,2023-10-15t10:11:00.000,2023-10-15t10:11:00.000,2023-10-15t10:11:00.000,1,1,2023-10-15t12:22:00.000,2023-10-15t12:19:00.000,2023-10-15t12:19:00.000,2023-10-15t12:19:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
393,arrival,landed,add,haab,2023-10-15t09:50:00.000,llw,fwki,2023-10-15t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c3,21.0,2023-10-15t10:11:00.000,2023-10-15t10:11:00.000,2023-10-15t10:11:00.000,1,1,2023-10-15t12:22:00.000,2023-10-15t12:19:00.000,2023-10-15t12:19:00.000,2023-10-15t12:19:00.000,,,,,,,,
394,arrival,unknown,mfu,flmf,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t12:55:00.000,proflight zambia,p0,pfz,834,p0834,pfz834,,,,,,,,,,,,,,,,,,,,
395,arrival,landed,nbo,hkjk,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,23.0,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,,,2023-10-15t13:46:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-15t12:20:00.000,11.0
396,arrival,landed,nbo,hkjk,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,23.0,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,,,2023-10-15t13:46:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-15t12:20:00.000,11.0
397,arrival,landed,nbo,hkjk,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,23.0,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,,,2023-10-15t13:46:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-15t12:20:00.000,11.0
398,arrival,landed,nbo,hkjk,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,23.0,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,,,2023-10-15t13:46:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-15t12:20:00.000,11.0
399,arrival,landed,nbo,hkjk,2023-10-15t12:20:00.000,llw,fwki,2023-10-15t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,23.0,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,2023-10-15t12:43:00.000,,,2023-10-15t13:46:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,2023-10-15t13:45:00.000,,,,,,,2023-10-15t12:20:00.000,11.0
400,arrival,scheduled,hre,fvrg,2023-10-15t13:50:00.000,llw,fwki,2023-10-15t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
401,arrival,landed,blz,fwcl,2023-10-15t15:05:00.000,llw,fwki,2023-10-15t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,39.0,2023-10-15t15:44:00.000,2023-10-15t15:44:00.000,2023-10-15t15:44:00.000,,,,2023-10-15t16:15:00.000,2023-10-15t16:15:00.000,2023-10-15t16:15:00.000,,,,,,,,31.0
402,arrival,scheduled,blz,fwcl,2023-10-15t15:45:00.000,llw,fwki,2023-10-15t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
403,arrival,scheduled,zzu,fwuu,2023-10-15t15:45:00.000,llw,fwki,2023-10-15t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
404,arrival,scheduled,cmk,fwcm,2023-10-15t16:15:00.000,llw,fwki,2023-10-15t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
405,arrival,scheduled,mfu,flmf,2023-10-15t16:00:00.000,llw,fwki,2023-10-15t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
406,arrival,scheduled,lix,fwlk,2023-10-15t16:00:00.000,llw,fwki,2023-10-15t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
407,arrival,scheduled,ceh,fwcd,2023-10-15t15:45:00.000,llw,fwki,2023-10-15t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
408,arrival,landed,add,haab,2023-10-15t22:10:00.000,llw,fwki,2023-10-16t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,c9,24.0,2023-10-15t22:33:00.000,2023-10-15t22:33:00.000,2023-10-15t22:33:00.000,,,2023-10-16t00:58:00.000,2023-10-16t00:58:00.000,2023-10-16t00:58:00.000,2023-10-16t00:58:00.000,,,,,,,2023-10-15t22:10:00.000,
